PARAMETER,PARAMETER_DESC,PARAMETER_COUNT,ANALYTIC_METHOD
Ti_pct_MS_AR_P,"Titanium, in weight percent, by inductively coupled plasma-mass spectroscopy after partial digestion with aqua regia",62,MS_AR_P
Ti_pct_MS_HF,"Titanium, in weight percent, by inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",38,MS_HF
Ti_pct_NA_LC,"Titanium, in weight percent, by long count instrumental neutron activation",257,NA_LC
Ti_pct_WDX_Fuse,"Titanium, in weight percent, by wavelength-dispersive X-ray fluorescence spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",1673,WDX_Fuse
Ti_pct_WDX_PP,"Titanium, in weight percent, by wavelength-dispersive X-ray fluorescence spectroscopy on pressed pellet samples",106,WDX_PP
Tl_ppm_AA_F_HF,"Thallium, in parts per million, by flame-atomic absorption spectrophotometry after multi-acid digestion with HF",1601,AA_F_HF
Tl_ppm_AA_GF_HF,"Thallium, in parts per million, by graphite furnace-atomic absorption spectrophotometry after multi-acid digestion with HF and HBr-Br2",315,AA_GF_HF
Tl_ppm_AA_GF_ST,"Thallium, in parts per million, by graphite furnace-atomic absorption spectrophotometry after Na2O2 sinter digestion",66,AA_GF_ST
Tl_ppm_AES_AR_P,"Thallium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after partial digestion with aqua regia",542,AES_AR_P
Tl_ppm_AES_AZ_P,"Thallium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after partial digestion with H2O2-HCl leach and DIBK extract",70,AES_AZ_P
Tl_ppm_AES_HF,"Thallium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after multi-acid digestion with HF",6701,AES_HF
Tl_ppm_DCP_AR_P,"Thallium, in parts per million, by direct current plasma-atomic emission spectroscopy after partial digestion with aqua regia",82,DCP_AR_P
Tl_ppm_EPMA,"Thallium, in parts per million, by electron probe microanalysis",316,EPMA
Tl_ppm_ES_SQ,"Thallium, in parts per million, by semi-quantitative visual 6-step or direct reader direct-current arc emission spectrography",118,ES_SQ
Tl_ppm_LAMS,"Thallium, in parts per million, by inductively coupled plasma-mass spectroscopy after laser ablation decomposition",344,LAMS
Tl_ppm_MS_AR_P,"Thallium, in parts per million, by inductively coupled plasma-mass spectroscopy after partial digestion with aqua regia",352,MS_AR_P
Tl_ppm_MS_AR_UT_P,"Thallium, in parts per million, by ultratrace inductively coupled plasma-mass spectroscopy after partial digestion with aqua regia",78,MS_AR_UT_P
Tl_ppm_MS_Fuse,"Thallium, in parts per million, by inductively coupled plasma-mass spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",266,MS_Fuse
Tl_ppm_MS_HF,"Thallium, in parts per million, by inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",10466,MS_HF
Tl_ppm_MS_HF_UT,"Thallium, in parts per million, by ultratrace inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",7145,MS_HF_UT
Tl_ppm_MS_ST,"Thallium, in parts per million, by inductively coupled plasma-mass spectroscopy after Na2O2 sinter digestion",391,MS_ST
Tl_ppm_WDX_PP,"Thallium, in parts per million, by wavelength-dispersive X-ray fluorescence spectroscopy on pressed pellet samples",15,WDX_PP
Tm_ppm_ES_SQ,"Thulium, in parts per million, by semi-quantitative visual 6-step or direct reader direct-current arc emission spectrography",62,ES_SQ
Tm_ppm_LAMS,"Thulium, in parts per million, by inductively coupled plasma-mass spectroscopy after laser ablation decomposition",798,LAMS
Tm_ppm_MS_Fuse,"Thulium, in parts per million, by inductively coupled plasma-mass spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",485,MS_Fuse
Tm_ppm_MS_HF,"Thulium, in parts per million, by inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",96,MS_HF
Tm_ppm_MS_ST,"Thulium, in parts per million, by inductively coupled plasma-mass spectroscopy after Na2O2 sinter digestion",383,MS_ST
Tm_ppm_MS_ST_REE,"Thulium, in parts per million, by inductively coupled plasma-mass spectroscopy after Na2O2 sinter digestion, REE package",295,MS_ST_REE
Tm_ppm_NA_LC,"Thulium, in parts per million, by long count instrumental neutron activation",62,NA_LC
Tm_ppm_NA_SC,"Thulium, in parts per million, by short count instrumental neutron activation",1,NA_SC
U_ppm_AES_AR_P,"Uranium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after partial digestion with aqua regia",287,AES_AR_P
U_ppm_AES_Fuse,"Uranium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",71,AES_Fuse
U_ppm_AES_HF,"Uranium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",8574,AES_HF
U_ppm_DN,"Uranium, in parts per million, by delayed neutron counting",402,DN
U_ppm_EPMA,"Uranium, in parts per million, by electron probe microanalysis",65,EPMA
U_ppm_ES_SQ,"Uranium, in parts per million, by semi-quantitative visual 6-step or direct reader direct-current arc emission spectrography",108,ES_SQ
U_ppm_FL_HF,"Uranium, in parts per million, by fluorometry after HF digestion",820,FL_HF
U_ppm_GRC,"Uranium, in parts per million, as equivalent U by beta-gamma counting",46,GRC
U_ppm_LAMS,"Uranium, in parts per million, by inductively coupled plasma-mass spectroscopy after laser ablation decomposition",704,LAMS
U_ppm_MS_AR_P,"Uranium, in parts per million, by inductively coupled plasma-mass spectroscopy after partial digestion with aqua regia",62,MS_AR_P
U_ppm_MS_AR_UT_P,"Uranium, in parts per million, by ultratrace inductively coupled plasma-mass spectroscopy after partial digestion with aqua regia",52,MS_AR_UT_P
U_ppm_MS_Fuse,"Uranium, in parts per million, by inductively coupled plasma-mass spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",485,MS_Fuse
U_ppm_MS_HF,"Uranium, in parts per million, by inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",10449,MS_HF
U_ppm_MS_HF_UT,"Uranium, in parts per million, by ultratrace inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",7145,MS_HF_UT
U_ppm_MS_ST,"Uranium, in parts per million, by inductively coupled plasma-mass spectroscopy after Na2O2 sinter digestion",391,MS_ST
U_ppm_MS_ST_REE,"Uranium, in parts per million, by inductively coupled plasma-mass spectroscopy after Na2O2 sinter digestion, REE package",78,MS_ST_REE
U_ppm_NA_LC,"Uranium, in parts per million, by long count instrumental neutron activation",218,NA_LC
U_ppm_NA_SC,"Uranium, in parts per million, by short count instrumental neutron activation",8,NA_SC
V_ppm_AA_F_HF,"Vanadium, in parts per million, by flame-atomic absorption spectrophotometry after multi-acid digestion with HF",213,AA_F_HF
V_ppm_AES_AR_P,"Vanadium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after partial digestion with aqua regia",687,AES_AR_P
V_ppm_AES_Fuse,"Vanadium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",506,AES_Fuse
V_ppm_AES_HF,"Vanadium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",19290,AES_HF
V_ppm_AES_HF_UT,"Vanadium, in parts per million, by ultratrace inductively coupled plasma-atomic emission spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",7145,AES_HF_UT
V_ppm_AES_ST,"Vanadium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after Na2O2 sinter digestion",383,AES_ST
V_ppm_ES_SQ,"Vanadium, in parts per million, by semi-quantitative visual 6-step or direct reader direct-current arc emission spectrography",1461,ES_SQ
V_ppm_LAMS,"Vanadium, in parts per million, by inductively coupled plasma-mass spectroscopy after laser ablation decomposition",93,LAMS
V_ppm_MS_AR_P,"Vanadium, in parts per million, by inductively coupled plasma-mass spectroscopy after partial digestion with aqua regia",62,MS_AR_P
V_ppm_MS_AR_UT_P,"Vanadium, in parts per million, by ultratrace inductively coupled plasma-mass spectroscopy after partial digestion with aqua regia",52,MS_AR_UT_P
V_ppm_MS_Fuse,"Vanadium, in parts per million, by inductively coupled plasma-mass spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",113,MS_Fuse
V_ppm_MS_HF,"Vanadium, in parts per million, by inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",49,MS_HF
V_ppm_MS_ST,"Vanadium, in parts per million, by inductively coupled plasma-mass spectroscopy after Na2O2 sinter digestion",8,MS_ST
V_ppm_NA_LC,"Vanadium, in parts per million, by long count instrumental neutron activation",55,NA_LC
V_ppm_WDX_Fuse,"Vanadium, in parts per million, by wavelength-dispersive X-ray fluorescence spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",174,WDX_Fuse
W_ppm_AES_AR_P,"Tungsten, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after partial digestion with aqua regia",435,AES_AR_P
W_ppm_AES_Fuse,"Tungsten, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",89,AES_Fuse
W_ppm_AES_HF,"Tungsten, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",6797,AES_HF
W_ppm_CM_HF,"Tungsten, in parts per million, by colorimetric spectrophotometry after multi-acid digestion with HF",2920,CM_HF
W_ppm_ES_SQ,"Tungsten, in parts per million, by semi-quantitative visual 6-step or direct reader direct-current arc emission spectrography",1461,ES_SQ
W_ppm_MS_AR_P,"Tungsten, in parts per million, by inductively coupled plasma-mass spectroscopy after partial digestion with aqua regia",62,MS_AR_P
W_ppm_MS_AR_UT_P,"Tungsten, in parts per million, by ultratrace inductively coupled plasma-mass spectroscopy after partial digestion with aqua regia",52,MS_AR_UT_P
W_ppm_MS_Fuse,"Tungsten, in parts per million, by inductively coupled plasma-mass spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",493,MS_Fuse
W_ppm_MS_HF,"Tungsten, in parts per million, by inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",10449,MS_HF
W_ppm_MS_HF_UT,"Tungsten, in parts per million, by ultratrace inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",7145,MS_HF_UT
W_ppm_MS_ST,"Tungsten, in parts per million, by inductively coupled plasma-mass spectroscopy after Na2O2 sinter digestion",391,MS_ST
W_ppm_NA_LC,"Tungsten, in parts per million, by long count instrumental neutron activation",365,NA_LC
W_ppm_NA_SC,"Tungsten, in parts per million, by short count instrumental neutron activation",1,NA_SC
Y_ppm_AES_Fuse,"Yttrium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",393,AES_Fuse
Y_ppm_AES_HF,"Yttrium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",2051,AES_HF
Y_ppm_EDX,"Yttrium, in parts per million, by energy-dispersive X-ray fluorescence spectroscopy",508,EDX
Y_ppm_EPMA,"Yttrium, in parts per million, by electron probe microanalysis",19,EPMA
Y_ppm_ES_SQ,"Yttrium, in parts per million, by semi-quantitative visual 6-step or direct reader direct-current arc emission spectrography",1460,ES_SQ
Y_ppm_LAMS,"Yttrium, in parts per million, by inductively coupled plasma-mass spectroscopy after laser ablation decomposition",798,LAMS
Y_ppm_MS_Fuse,"Yttrium, in parts per million, by inductively coupled plasma-mass spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",368,MS_Fuse
Y_ppm_MS_HF,"Yttrium, in parts per million, by inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",10147,MS_HF
Y_ppm_MS_HF_UT,"Yttrium, in parts per million, by ultratrace inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",7145,MS_HF_UT
Y_ppm_MS_ST,"Yttrium, in parts per million, by inductively coupled plasma-mass spectroscopy after Na2O2 sinter digestion",391,MS_ST
Y_ppm_MS_ST_REE,"Yttrium, in parts per million, by inductively coupled plasma-mass spectroscopy after Na2O2 sinter digestion, REE package",79,MS_ST_REE
Y_ppm_NA_LC,"Yttrium, in parts per million, by long count instrumental neutron activation",313,NA_LC
Yb_ppm_AES_HF,"Ytterbium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",1860,AES_HF
Yb_ppm_ES_SQ,"Ytterbium, in parts per million, by semi-quantitative visual 6-step or direct reader direct-current arc emission spectrography",106,ES_SQ
Yb_ppm_LAMS,"Ytterbium, in parts per million, by inductively coupled plasma-mass spectroscopy after laser ablation decomposition",798,LAMS
Yb_ppm_MS_Fuse,"Ytterbium, in parts per million, by inductively coupled plasma-mass spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",485,MS_Fuse
Yb_ppm_MS_HF,"Ytterbium, in parts per million, by inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",96,MS_HF
Yb_ppm_MS_ST,"Ytterbium, in parts per million, by inductively coupled plasma-mass spectroscopy after Na2O2 sinter digestion",383,MS_ST
Yb_ppm_MS_ST_REE,"Ytterbium, in parts per million, by inductively coupled plasma-mass spectroscopy after Na2O2 sinter digestion, REE package",307,MS_ST_REE
Yb_ppm_NA_LC,"Ytterbium, in parts per million, by long count instrumental neutron activation",219,NA_LC
Yb_ppm_NA_SC,"Ytterbium, in parts per million, by short count instrumental neutron activation",7,NA_SC
Zn_ppm_AA_F_AR_P,"Zinc, in parts per million, by flame-atomic absorption spectrophotometry after partial digestion with aqua regia",1473,AA_F_AR_P
Zn_ppm_AA_F_AZ_H2O2_P,"Zinc, in parts per million, by flame-atomic absorption spectrophotometry after partial digestion with HCl-H2O2 and MIBK",9,AA_F_AZ_H2O2_P
Zn_ppm_AA_F_HF,"Zinc, in parts per million, by flame-atomic absorption spectrophotometry after multi-acid digestion with HF",11,AA_F_HF
Zn_ppm_AA_F_HNO3_P,"Zinc, in parts per million, by flame-atomic absorption spectrophotometry after partial digestion with hot HNO3",839,AA_F_HNO3_P
Zn_ppm_AES_AR_P,"Zinc, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after partial digestion with aqua regia",1351,AES_AR_P
Zn_ppm_AES_AZ_P,"Zinc, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after partial digestion with H2O2-HCl leach and DIBK extract",810,AES_AZ_P
Zn_ppm_AES_Fuse,"Zinc, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",356,AES_Fuse
Zn_ppm_AES_HF,"Zinc, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",19412,AES_HF
Zn_ppm_AES_HF_AG,"Zinc, in parts per million, in ore-grade samples by inductively coupled plasma-atomic emission spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",1,AES_HF_AG
Zn_ppm_AES_HF_UT,"Zinc, in parts per million, by ultratrace inductively coupled plasma-atomic emission spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",7145,AES_HF_UT
Zn_ppm_AES_ST,"Zinc, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after Na2O2 sinter digestion",383,AES_ST
Zn_ppm_EDX,"Zinc, in parts per million, by energy-dispersive X-ray fluorescence spectroscopy",331,EDX
Zn_ppm_EPMA,"Zinc, in parts per million, by electron probe microanalysis",474,EPMA
Zn_ppm_ES_SQ,"Zinc, in parts per million, by semi-quantitative visual 6-step or direct reader direct-current arc emission spectrography",1321,ES_SQ
Zn_ppm_LAMS,"Zinc, in parts per million, by inductively coupled plasma-mass spectroscopy after laser ablation decomposition",833,LAMS
Zn_ppm_MS_AR_P,"Zinc, in parts per million, by inductively coupled plasma-mass spectroscopy after partial digestion with aqua regia",119,MS_AR_P
Zn_ppm_MS_AR_UT_P,"Zinc, in parts per million, by ultratrace inductively coupled plasma-mass spectroscopy after partial digestion with aqua regia",78,MS_AR_UT_P
Zn_ppm_MS_Fuse,"Zinc, in parts per million, by inductively coupled plasma-mass spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",69,MS_Fuse
Zn_ppm_MS_HF,"Zinc, in parts per million, by inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",109,MS_HF
Zn_ppm_MS_ST,"Zinc, in parts per million, by inductively coupled plasma-mass spectroscopy after Na2O2 sinter digestion",8,MS_ST
Zn_ppm_NA_LC,"Zinc, in parts per million, by long count instrumental neutron activation",253,NA_LC
Zn_ppm_NA_SC,"Zinc, in parts per million, by short count instrumental neutron activation",8,NA_SC
Zn_ppm_WDX_PP,"Zinc, in parts per million, by wavelength-dispersive X-ray fluorescence spectroscopy on pressed pellet samples",17,WDX_PP
Zr_ppm_AES_Fuse,"Zirconium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",1108,AES_Fuse
Zr_ppm_AES_HF,"Zirconium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",9970,AES_HF
Zr_ppm_AES_ST,"Zirconium, in parts per million, by inductively coupled plasma-atomic emission spectroscopy after Na2O2 sinter digestion",371,AES_ST
Zr_ppm_EDX,"Zirconium, in parts per million, by energy-dispersive X-ray fluorescence spectroscopy",508,EDX
Zr_ppm_ES_SQ,"Zirconium, in parts per million, by semi-quantitative visual 6-step or direct reader direct-current arc emission spectrography",1461,ES_SQ
Zr_ppm_MS_Fuse,"Zirconium, in parts per million, by inductively coupled plasma-mass spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",181,MS_Fuse
Zr_ppm_MS_HF,"Zirconium, in parts per million, by inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",75,MS_HF
Zr_ppm_MS_HF_UT,"Zirconium, in parts per million, by ultratrace inductively coupled plasma-mass spectroscopy after HF-HCl-HNO3-HClO4 (4-acid) digestion",7145,MS_HF_UT
Zr_ppm_MS_ST,"Zirconium, in parts per million, by inductively coupled plasma-mass spectroscopy after Na2O2 sinter digestion",12,MS_ST
Zr_ppm_MS_ST_REE,"Zirconium, in parts per million, by inductively coupled plasma-mass spectroscopy after Na2O2 sinter digestion, REE package",1,MS_ST_REE
Zr_ppm_NA_LC,"Zirconium, in parts per million, by long count instrumental neutron activation",201,NA_LC
Zr_ppm_NA_SC,"Zirconium, in parts per million, by short count instrumental neutron activation",5,NA_SC
Zr_ppm_WDX_Fuse,"Zirconium, in parts per million, by wavelength-dispersive X-ray fluorescence spectroscopy after LiBO2 or LiBO2-Li2B4O7 fusion",11,WDX_Fuse
